{{1, 0, 0, 0}, {3, -2, 2, 0}}
{{715, 268, 650, -130}, {1101, 414, 1000, -202}}
{{715, 268, 650, -130}, {3529, 1324, 3208, -640}}
{{717, -646, 304, -66}, {195, -176, 82, -18}}
{{717, -514, 464, -186}, {251, -180, 162, -66}}
{{717, -318, -592, -250}, {307, -136, -254, -106}}
{{717, -318, 592, -250}, {803, -358, 662, -280}}
{{717, -250, -672, -2}, {331, -116, -310, -2}}
{{717, -250, 672, -2}, {467, -162, 438, 0}}
{{717, 250, -672, -2}, {331, 116, -310, -2}}
{{717, 250, 672, -2}, {467, 162, 438, 0}}
{{717, 318, -592, -250}, {307, 136, -254, -106}}
{{717, 318, 592, -250}, {803, 358, 662, -280}}
{{717, 514, 464, -186}, {251, 180, 162, -66}}
{{717, 646, 304, -66}, {195, 176, 82, -18}}
{{721, -228, -684, 0}, {339, -106, -322, 0}}
{{721, -228, 684, 0}, {795, -252, 754, -2}}
{{721, 228, -684, 0}, {339, 106, -322, 0}}
{{721, 228, 684, 0}, {795, 252, 754, -2}}
{{723, -680, -242, -42}, {325, -306, -108, -18}}
{{723, -680, 242, -42}, {545, -512, 184, -32}}
{{723, -606, -394, -16}, {389, -326, -212, -10}}
{{723, -606, 394, -16}, {389, -326, 212, -10}}
{{723, -606, 394, -16}, {425, -356, 232, -8}}
{{723, -606, 394, -16}, {1729, -1448, 944, -40}}
{{723, -606, 394, -16}, {2573, -2158, 1400, -58}}
{{723, -602, 382, -120}, {585, -488, 308, -96}}
{{723, -570, -418, -152}, {1029, -810, -596, -218}}
{{723, -570, 418, -152}, {193, -152, 112, -40}}
{{723, -570, 418, -152}, {1029, -810, 596, -218}}
{{723, -570, 418, -152}, {2473, -1948, 1432, -520}}
{{723, -570, 418, -152}, {2701, -2130, 1560, -570}}
{{723, -546, -454, -136}, {701, -530, -440, -130}}
{{723, -546, 454, -136}, {425, -320, 268, -80}}
{{723, -546, 454, -136}, {701, -530, 440, -130}}
{{723, -546, 454, -136}, {1105, -836, 692, -208}}
{{723, -546, 454, -136}, {3509, -2650, 2204, -658}}
{{723, -456, -494, -266}, {269, -170, -184, -98}}
{{723, -456, 494, -266}, {649, -408, 444, -240}}
{{723, -432, -502, -290}, {201, -120, -140, -80}}
{{723, -432, -502, -290}, {1165, -698, -808, -466}}
{{723, -432, -502, -290}, {1645, -982, -1144, -658}}
{{723, -432, -502, -290}, {1729, -1032, -1200, -696}}
{{723, -432, 502, -290}, {201, -120, 140, -80}}
{{723, -432, 502, -290}, {1729, -1032, 1200, -696}}
{{723, -432, 502, -290}, {2693, -1610, 1868, -1082}}
{{723, -432, 502, -290}, {3173, -1894, 2204, -1274}}
{{723, -416, -506, -306}, {325, -186, -228, -138}}
{{723, -416, 506, -306}, {1601, -920, 1120, -680}}
{{723, -326, -546, -344}, {1349, -606, -1020, -642}}
{{723, -326, 546, -344}, {169, -76, 128, -80}}
{{723, -326, 546, -344}, {1349, -606, 1020, -642}}
{{723, -326, 546, -344}, {2593, -1168, 1960, -1232}}
{{723, -326, 546, -344}, {2925, -1318, 2208, -1394}}
{{723, -306, -506, -416}, {325, -138, -228, -186}}
{{723, -306, 506, -416}, {325, -138, 228, -186}}
{{723, -306, 506, -416}, {1293, -546, 904, -746}}
{{723, -306, 506, -416}, {1601, -680, 1120, -920}}
{{723, -306, 506, -416}, {1769, -748, 1240, -1016}}
{{723, -304, -646, -114}, {269, -114, -240, -42}}
{{723, -304, -646, -114}, {649, -272, -580, -104}}
{{723, -304, -646, -114}, {1485, -622, -1328, -234}}
{{723, -304, -646, -114}, {3233, -1360, -2888, -512}}
{{723, -304, 646, -114}, {649, -272, 580, -104}}
{{723, -304, 646, -114}, {2853, -1202, 2548, -450}}
{{723, -304, 646, -114}, {3233, -1360, 2888, -512}}
{{723, -304, 646, -114}, {4069, -1710, 3636, -642}}
{{723, -290, 502, -432}, {201, -80, 140, -120}}
{{723, -240, -682, -2}, {649, -216, -612, 0}}
{{723, -240, 682, -2}, {365, -122, 344, -2}}
{{723, -240, 682, -2}, {649, -216, 612, 0}}
{{723, -240, 682, -2}, {1229, -406, 1160, -2}}
{{723, -240, 682, -2}, {3393, -1128, 3200, -8}}
{{723, -216, -686, -74}, {801, -240, -760, -80}}
{{723, -216, 686, -74}, {325, -98, 308, -34}}
{{723, -216, 686, -74}, {801, -240, 760, -80}}
{{723, -216, 686, -74}, {1285, -382, 1220, -130}}
{{723, -216, 686, -74}, {3529, -1056, 3348, -360}}
{{723, -208, -690, -58}, {193, -56, -184, -16}}
{{723, -208, -690, -58}, {1237, -358, -1180, -98}}
{{723, -208, -690, -58}, {1589, -458, -1516, -130}}
{{723, -208, -690, -58}, {1705, -488, -1628, -136}}
{{723, -208, 690, -58}, {193, -56, 184, -16}}
{{723, -208, 690, -58}, {1705, -488, 1628, -136}}
{{723, -208, 690, -58}, {2749, -790, 2624, -218}}
{{723, -208, 690, -58}, {3101, -890, 2960, -250}}
{{723, -170, -702, -32}, {989, -234, -960, -42}}
{{723, -170, 702, -32}, {169, -40, 164, -8}}
{{723, -170, 702, -32}, {989, -234, 960, -42}}
{{723, -170, 702, -32}, {2353, -556, 2284, -104}}
{{723, -170, 702, -32}, {2805, -658, 2724, -122}}
{{723, -152, -418, -570}, {193, -40, -112, -152}}
{{723, -152, -418, -570}, {1029, -218, -596, -810}}
{{723, -152, -418, -570}, {1637, -342, -948, -1290}}
{{723, -152, -418, -570}, {1865, -392, -1076, -1472}}
{{723, -152, 418, -570}, {193, -40, 112, -152}}
{{723, -152, 418, -570}, {1865, -392, 1076, -1472}}
{{723, -152, 418, -570}, {2701, -570, 1560, -2130}}
{{723, -152, 418, -570}, {3309, -694, 1912, -2610}}
{{723, -120, -382, -602}, {301, -50, -160, -250}}
{{723, -120, -382, -602}, {585, -96, -308, -488}}
{{723, -120, -382, -602}, {2029, -334, -1072, -1690}}
{{723, -120, -382, -602}, {2593, -432, -1368, -2160}}
{{723, -120, 382, -602}, {585, -96, 308, -488}}
{{723, -120, 382, -602}, {2309, -386, 1220, -1922}}
{{723, -120, 382, -602}, {2593, -432, 1368, -2160}}
{{723, -120, 382, -602}, {4037, -670, 2132, -3362}}
{{723, -88, -378, -610}, {373, -46, -196, -314}}
{{723, -88, -378, -610}, {673, -80, -352, -568}}
{{723, -88, -378, -610}, {1205, -146, -628, -1018}}
{{723, -88, -378, -610}, {3433, -416, -1796, -2896}}
{{723, -88, 378, -610}, {673, -80, 352, -568}}
{{723, -88, 378, -610}, {3133, -382, 1640, -2642}}
{{723, -88, 378, -610}, {3433, -416, 1796, -2896}}
{{723, -88, 378, -610}, {3965, -482, 2072, -3346}}
{{723, -50, -262, -672}, {389, -26, -140, -362}}
{{723, -50, -262, -672}, {1165, -82, -424, -1082}}
{{723, -50, -262, -672}, {1729, -120, -624, -1608}}
{{723, -50, -262, -672}, {1833, -124, -664, -1704}}
{{723, -50, 262, -672}, {389, -26, 140, -362}}
{{723, -50, 262, -672}, {1165, -82, 424, -1082}}
{{723, -50, 262, -672}, {2505, -176, 908, -2328}}
{{723, -50, 262, -672}, {2609, -180, 948, -2424}}
{{723, -42, -242, -680}, {325, -18, -108, -306}}
{{723, -42, 242, -680}, {325, -18, 108, -306}}
{{723, -42, 242, -680}, {545, -32, 184, -512}}
{{723, -42, 242, -680}, {1769, -100, 592, -1664}}
{{723, -42, 242, -680}, {2349, -138, 784, -2210}}
{{723, -26, -194, -696}, {301, -10, -80, -290}}
{{723, -26, -194, -696}, {1349, -50, -364, -1298}}
{{723, -26, -194, -696}, {1545, -56, -412, -1488}}
{{723, -26, -194, -696}, {1745, -60, -468, -1680}}
{{723, -26, 194, -696}, {301, -10, 80, -290}}
{{723, -26, 194, -696}, {1349, -50, 364, -1298}}
{{723, -26, 194, -696}, {2593, -96, 696, -2496}}
{{723, -26, 194, -696}, {2793, -100, 752, -2688}}
{{723, 26, -194, -696}, {301, 10, -80, -290}}
{{723, 26, -194, -696}, {1349, 50, -364, -1298}}
{{723, 26, -194, -696}, {1545, 56, -412, -1488}}
{{723, 26, -194, -696}, {1745, 60, -468, -1680}}
{{723, 26, 194, -696}, {301, 10, 80, -290}}
{{723, 26, 194, -696}, {1349, 50, 364, -1298}}
{{723, 26, 194, -696}, {2593, 96, 696, -2496}}
{{723, 26, 194, -696}, {2793, 100, 752, -2688}}
{{723, 42, -242, -680}, {325, 18, -108, -306}}
{{723, 42, 242, -680}, {325, 18, 108, -306}}
{{723, 42, 242, -680}, {545, 32, 184, -512}}
{{723, 42, 242, -680}, {1769, 100, 592, -1664}}
{{723, 42, 242, -680}, {2349, 138, 784, -2210}}
{{723, 50, -262, -672}, {389, 26, -140, -362}}
{{723, 50, -262, -672}, {1165, 82, -424, -1082}}
{{723, 50, -262, -672}, {1729, 120, -624, -1608}}
{{723, 50, -262, -672}, {1833, 124, -664, -1704}}
{{723, 50, 262, -672}, {389, 26, 140, -362}}
{{723, 50, 262, -672}, {1165, 82, 424, -1082}}
{{723, 50, 262, -672}, {2505, 176, 908, -2328}}
{{723, 50, 262, -672}, {2609, 180, 948, -2424}}
{{723, 88, -378, -610}, {373, 46, -196, -314}}
{{723, 88, -378, -610}, {673, 80, -352, -568}}
{{723, 88, -378, -610}, {1205, 146, -628, -1018}}
{{723, 88, -378, -610}, {3433, 416, -1796, -2896}}
{{723, 88, 378, -610}, {673, 80, 352, -568}}
{{723, 88, 378, -610}, {3133, 382, 1640, -2642}}
{{723, 88, 378, -610}, {3433, 416, 1796, -2896}}
{{723, 88, 378, -610}, {3965, 482, 2072, -3346}}
{{723, 120, -382, -602}, {301, 50, -160, -250}}
{{723, 120, -382, -602}, {585, 96, -308, -488}}
{{723, 120, -382, -602}, {2029, 334, -1072, -1690}}
{{723, 120, -382, -602}, {2593, 432, -1368, -2160}}
{{723, 120, 382, -602}, {585, 96, 308, -488}}
{{723, 120, 382, -602}, {2309, 386, 1220, -1922}}
{{723, 120, 382, -602}, {2593, 432, 1368, -2160}}
{{723, 120, 382, -602}, {4037, 670, 2132, -3362}}
{{723, 152, -418, -570}, {193, 40, -112, -152}}
{{723, 152, -418, -570}, {1029, 218, -596, -810}}
{{723, 152, -418, -570}, {1637, 342, -948, -1290}}
{{723, 152, -418, -570}, {1865, 392, -1076, -1472}}
{{723, 152, 418, -570}, {193, 40, 112, -152}}
{{723, 152, 418, -570}, {1865, 392, 1076, -1472}}
{{723, 152, 418, -570}, {2701, 570, 1560, -2130}}
{{723, 152, 418, -570}, {3309, 694, 1912, -2610}}
{{723, 170, -702, -32}, {989, 234, -960, -42}}
{{723, 170, 702, -32}, {169, 40, 164, -8}}
{{723, 170, 702, -32}, {989, 234, 960, -42}}
{{723, 170, 702, -32}, {2353, 556, 2284, -104}}
{{723, 170, 702, -32}, {2805, 658, 2724, -122}}
{{723, 208, -690, -58}, {193, 56, -184, -16}}
{{723, 208, -690, -58}, {1237, 358, -1180, -98}}
{{723, 208, -690, -58}, {1589, 458, -1516, -130}}
{{723, 208, -690, -58}, {1705, 488, -1628, -136}}
{{723, 208, 690, -58}, {193, 56, 184, -16}}
{{723, 208, 690, -58}, {1705, 488, 1628, -136}}
{{723, 208, 690, -58}, {2749, 790, 2624, -218}}
{{723, 208, 690, -58}, {3101, 890, 2960, -250}}
{{723, 216, -686, -74}, {801, 240, -760, -80}}
{{723, 216, 686, -74}, {325, 98, 308, -34}}
{{723, 216, 686, -74}, {801, 240, 760, -80}}
{{723, 216, 686, -74}, {1285, 382, 1220, -130}}
{{723, 216, 686, -74}, {3529, 1056, 3348, -360}}
{{723, 240, -682, -2}, {649, 216, -612, 0}}
{{723, 240, 682, -2}, {365, 122, 344, -2}}
{{723, 240, 682, -2}, {649, 216, 612, 0}}
{{723, 240, 682, -2}, {1229, 406, 1160, -2}}
{{723, 240, 682, -2}, {3393, 1128, 3200, -8}}
{{723, 290, 502, -432}, {201, 80, 140, -120}}
{{723, 304, -646, -114}, {269, 114, -240, -42}}
{{723, 304, -646, -114}, {649, 272, -580, -104}}
{{723, 304, -646, -114}, {1485, 622, -1328, -234}}
{{723, 304, -646, -114}, {3233, 1360, -2888, -512}}
{{723, 304, 646, -114}, {649, 272, 580, -104}}
{{723, 304, 646, -114}, {2853, 1202, 2548, -450}}
{{723, 304, 646, -114}, {3233, 1360, 2888, -512}}
{{723, 304, 646, -114}, {4069, 1710, 3636, -642}}
{{723, 306, -506, -416}, {325, 138, -228, -186}}
{{723, 306, 506, -416}, {325, 138, 228, -186}}
{{723, 306, 506, -416}, {1293, 546, 904, -746}}
{{723, 306, 506, -416}, {1601, 680, 1120, -920}}
{{723, 306, 506, -416}, {1769, 748, 1240, -1016}}
{{723, 326, -546, -344}, {1349, 606, -1020, -642}}
{{723, 326, 546, -344}, {169, 76, 128, -80}}
{{723, 326, 546, -344}, {1349, 606, 1020, -642}}
{{723, 326, 546, -344}, {2593, 1168, 1960, -1232}}
{{723, 326, 546, -344}, {2925, 1318, 2208, -1394}}
{{723, 416, -506, -306}, {325, 186, -228, -138}}
{{723, 416, 506, -306}, {1601, 920, 1120, -680}}
{{723, 432, -502, -290}, {201, 120, -140, -80}}
{{723, 432, -502, -290}, {1165, 698, -808, -466}}
{{723, 432, -502, -290}, {1645, 982, -1144, -658}}
{{723, 432, -502, -290}, {1729, 1032, -1200, -696}}
{{723, 432, 502, -290}, {201, 120, 140, -80}}
{{723, 432, 502, -290}, {1729, 1032, 1200, -696}}
{{723, 432, 502, -290}, {2693, 1610, 1868, -1082}}
{{723, 432, 502, -290}, {3173, 1894, 2204, -1274}}
{{723, 456, -494, -266}, {269, 170, -184, -98}}
{{723, 456, 494, -266}, {649, 408, 444, -240}}
{{723, 546, -454, -136}, {701, 530, -440, -130}}
{{723, 546, 454, -136}, {425, 320, 268, -80}}
{{723, 546, 454, -136}, {701, 530, 440, -130}}
{{723, 546, 454, -136}, {1105, 836, 692, -208}}
{{723, 546, 454, -136}, {3509, 2650, 2204, -658}}
{{723, 570, -418, -152}, {1029, 810, -596, -218}}
{{723, 570, 418, -152}, {193, 152, 112, -40}}
{{723, 570, 418, -152}, {1029, 810, 596, -218}}
{{723, 570, 418, -152}, {2473, 1948, 1432, -520}}
{{723, 570, 418, -152}, {2701, 2130, 1560, -570}}
{{723, 602, 382, -120}, {585, 488, 308, -96}}
{{723, 606, -394, -16}, {389, 326, -212, -10}}
{{723, 606, 394, -16}, {389, 326, 212, -10}}
{{723, 606, 394, -16}, {425, 356, 232, -8}}
{{723, 606, 394, -16}, {1729, 1448, 944, -40}}
{{723, 606, 394, -16}, {2573, 2158, 1400, -58}}
{{723, 680, -242, -42}, {325, 306, -108, -18}}
{{723, 680, 242, -42}, {545, 512, 184, -32}}
{{725, -602, -404, -2}, {147, -122, -82, 0}}
{{725, -602, 404, -2}, {147, -122, 82, 0}}
{{725, -262, 676, -2}, {195, -70, 182, 0}}
{{725, -182, 460, -530}, {299, -76, 190, -218}}
{{725, -38, -436, -578}, {163, -8, -98, -130}}
{{725, -38, 436, -578}, {1363, -70, 818, -1088}}
{{725, 38, -436, -578}, {163, 8, -98, -130}}
{{725, 38, 436, -578}, {1363, 70, 818, -1088}}
{{725, 182, 460, -530}, {299, 76, 190, -218}}
{{725, 262, 676, -2}, {195, 70, 182, 0}}
{{725, 602, -404, -2}, {147, 122, -82, 0}}
{{725, 602, 404, -2}, {147, 122, 82, 0}}
{{731, -628, -374, -10}, {1001, -860, -512, -16}}
{{731, -628, 374, -10}, {165, -142, 84, -2}}
{{731, -628, 374, -10}, {1001, -860, 512, -16}}
{{731, -628, 374, -10}, {2357, -2026, 1204, -34}}
{{731, -628, 374, -10}, {2865, -2460, 1468, -40}}
{{731, -548, -466, -130}, {1425, -1068, -908, -256}}
{{731, -548, 466, -130}, {189, -142, 120, -34}}
{{731, -548, 466, -130}, {1425, -1068, 908, -256}}
{{731, -548, 466, -130}, {2701, -2026, 1720, -482}}
{{731, -548, 466, -130}, {2921, -2188, 1864, -520}}
{{731, -460, -502, -266}, {269, -170, -184, -98}}
{{731, -460, 502, -266}, {657, -412, 452, -240}}
{{731, 460, -502, -266}, {269, 170, -184, -98}}
{{731, 460, 502, -266}, {657, 412, 452, -240}}
{{731, 548, -466, -130}, {1425, 1068, -908, -256}}
{{731, 548, 466, -130}, {189, 142, 120, -34}}
{{731, 548, 466, -130}, {1425, 1068, 908, -256}}
{{731, 548, 466, -130}, {2701, 2026, 1720, -482}}
{{731, 548, 466, -130}, {2921, 2188, 1864, -520}}
{{731, 628, -374, -10}, {1001, 860, -512, -16}}
{{731, 628, 374, -10}, {165, 142, 84, -2}}
{{731, 628, 374, -10}, {1001, 860, 512, -16}}
{{731, 628, 374, -10}, {2357, 2026, 1204, -34}}
{{731, 628, 374, -10}, {2865, 2460, 1468, -40}}
{{733, -686, 256, -34}, {235, -220, 82, -10}}
{{733, -326, 656, -26}, {315, -140, 282, -10}}
{{733, 326, 656, -26}, {315, 140, 282, -10}}
{{733, 686, 256, -34}, {235, 220, 82, -10}}
{{739, -678, 294, 0}, {489, -448, 196, 0}}
{{739, -642, -366, 0}, {129, -112, -64, 0}}
{{739, -642, 366, 0}, {1125, -978, 556, -2}}
{{739, -550, -458, -184}, {1093, -814, -676, -274}}
{{739, -550, 458, -184}, {129, -96, 80, -32}}
{{739, -550, 458, -184}, {1093, -814, 676, -274}}
{{739, -550, 458, -184}, {2185, -1628, 1352, -544}}
{{739, -550, 458, -184}, {3213, -2390, 1992, -802}}
{{739, -546, -498, 0}, {933, -690, -628, -2}}
{{739, -546, 498, 0}, {201, -148, 136, 0}}
{{739, -546, 498, 0}, {933, -690, 628, -2}}
{{739, -546, 498, 0}, {1665, -1232, 1120, 0}}
{{739, -546, 498, 0}, {3501, -2586, 2360, -2}}
{{739, -514, -530, -32}, {933, -650, -668, -42}}
{{739, -514, 530, -32}, {201, -140, 144, -8}}
{{739, -514, 530, -32}, {933, -650, 668, -42}}
{{739, -514, 530, -32}, {2401, -1672, 1720, -104}}
{{739, -514, 530, -32}, {2765, -1922, 1984, -122}}
{{739, -498, -546, 0}, {201, -136, -148, 0}}
{{739, -498, 546, 0}, {1485, -1002, 1096, -2}}
{{739, -366, -642, 0}, {1221, -606, -1060, -2}}
{{739, -366, 642, 0}, {129, -64, 112, 0}}
{{739, -366, 642, 0}, {1221, -606, 1060, -2}}
{{739, -366, 642, 0}, {2313, -1148, 2008, 0}}
{{739, -366, 642, 0}, {3213, -1590, 2792, -2}}
{{739, -334, -658, -40}, {189, -86, -168, -10}}
{{739, -334, -658, -40}, {1073, -484, -956, -56}}
{{739, -334, -658, -40}, {1641, -744, -1460, -88}}
{{739, -334, -658, -40}, {1909, -862, -1700, -106}}
{{739, -334, 658, -40}, {189, -86, 168, -10}}
{{739, -334, 658, -40}, {1909, -862, 1700, -106}}
{{739, -334, 658, -40}, {2793, -1260, 2488, -152}}
{{739, -334, 658, -40}, {3361, -1520, 2992, -184}}
{{739, -142, -430, -584}, {233, -44, -136, -184}}
{{739, -142, -430, -584}, {821, -158, -476, -650}}
{{739, -142, -430, -584}, {1569, -304, -912, -1240}}
{{739, -142, -430, -584}, {3453, -662, -2008, -2730}}
{{739, -142, 430, -584}, {821, -158, 476, -650}}
{{739, -142, 430, -584}, {2865, -548, 1668, -2264}}
{{739, -142, 430, -584}, {3453, -662, 2008, -2730}}
{{739, -142, 430, -584}, {4201, -808, 2444, -3320}}
{{739, -138, 726, 0}, {273, -52, 268, 0}}
{{739, 138, 726, 0}, {273, 52, 268, 0}}
{{739, 142, -430, -584}, {233, 44, -136, -184}}
{{739, 142, -430, -584}, {821, 158, -476, -650}}
{{739, 142, -430, -584}, {1569, 304, -912, -1240}}
{{739, 142, -430, -584}, {3453, 662, -2008, -2730}}
{{739, 142, 430, -584}, {821, 158, 476, -650}}
{{739, 142, 430, -584}, {2865, 548, 1668, -2264}}
{{739, 142, 430, -584}, {3453, 662, 2008, -2730}}
{{739, 142, 430, -584}, {4201, 808, 2444, -3320}}
{{739, 334, -658, -40}, {189, 86, -168, -10}}
{{739, 334, -658, -40}, {1073, 484, -956, -56}}
{{739, 334, -658, -40}, {1641, 744, -1460, -88}}
{{739, 334, -658, -40}, {1909, 862, -1700, -106}}
{{739, 334, 658, -40}, {189, 86, 168, -10}}
{{739, 334, 658, -40}, {1909, 862, 1700, -106}}
{{739, 334, 658, -40}, {2793, 1260, 2488, -152}}
{{739, 334, 658, -40}, {3361, 1520, 2992, -184}}
{{739, 366, -642, 0}, {1221, 606, -1060, -2}}
{{739, 366, 642, 0}, {129, 64, 112, 0}}
{{739, 366, 642, 0}, {1221, 606, 1060, -2}}
{{739, 366, 642, 0}, {2313, 1148, 2008, 0}}
{{739, 366, 642, 0}, {3213, 1590, 2792, -2}}
{{739, 498, -546, 0}, {201, 136, -148, 0}}
{{739, 498, 546, 0}, {1485, 1002, 1096, -2}}
{{739, 514, -530, -32}, {933, 650, -668, -42}}
{{739, 514, 530, -32}, {201, 140, 144, -8}}
{{739, 514, 530, -32}, {933, 650, 668, -42}}
{{739, 514, 530, -32}, {2401, 1672, 1720, -104}}
{{739, 514, 530, -32}, {2765, 1922, 1984, -122}}
{{739, 546, -498, 0}, {933, 690, -628, -2}}
{{739, 546, 498, 0}, {201, 148, 136, 0}}
{{739, 546, 498, 0}, {933, 690, 628, -2}}
{{739, 546, 498, 0}, {1665, 1232, 1120, 0}}
{{739, 546, 498, 0}, {3501, 2586, 2360, -2}}
{{739, 550, -458, -184}, {1093, 814, -676, -274}}
{{739, 550, 458, -184}, {129, 96, 80, -32}}
{{739, 550, 458, -184}, {1093, 814, 676, -274}}
{{739, 550, 458, -184}, {2185, 1628, 1352, -544}}
{{739, 550, 458, -184}, {3213, 2390, 1992, -802}}
{{739, 642, -366, 0}, {129, 112, -64, 0}}
{{739, 642, 366, 0}, {1125, 978, 556, -2}}
{{739, 678, 294, 0}, {489, 448, 196, 0}}
{{741, -670, -316, -18}, {307, -278, -130, -8}}
{{741, -670, 316, -18}, {307, -278, 130, -8}}
{{741, -314, -660, -122}, {195, -82, -174, -32}}
{{741, -314, 660, -122}, {195, -82, 174, -32}}
{{741, -314, 660, -122}, {1067, -452, 950, -178}}
{{741, -314, 660, -122}, {1667, -704, 1486, -274}}
{{741, -314, 660, -122}, {1907, -810, 1698, -312}}
{{741, -150, -428, -586}, {659, -134, -382, -520}}
{{741, -150, 428, -586}, {275, -56, 158, -218}}
{{741, -150, 428, -586}, {659, -134, 382, -520}}
{{741, -150, 428, -586}, {1531, -308, 886, -1210}}
{{741, -150, 428, -586}, {3299, -670, 1906, -2608}}
{{741, -34, -268, -690}, {251, -12, -90, -234}}
{{741, -34, 268, -690}, {1555, -74, 562, -1448}}
{{741, 34, -268, -690}, {251, 12, -90, -234}}
{{741, 34, 268, -690}, {1555, 74, 562, -1448}}
{{741, 150, -428, -586}, {659, 134, -382, -520}}
{{741, 150, 428, -586}, {275, 56, 158, -218}}
{{741, 150, 428, -586}, {659, 134, 382, -520}}
{{741, 150, 428, -586}, {1531, 308, 886, -1210}}
{{741, 150, 428, -586}, {3299, 670, 1906, -2608}}
{{741, 314, -660, -122}, {195, 82, -174, -32}}
{{741, 314, 660, -122}, {195, 82, 174, -32}}
{{741, 314, 660, -122}, {1067, 452, 950, -178}}
{{741, 314, 660, -122}, {1667, 704, 1486, -274}}
{{741, 314, 660, -122}, {1907, 810, 1698, -312}}
{{741, 670, -316, -18}, {307, 278, -130, -8}}
{{741, 670, 316, -18}, {307, 278, 130, -8}}
{{747, -596, -426, -146}, {133, -106, -76, -26}}
{{747, -596, 426, -146}, {1097, -876, 624, -216}}
{{747, -532, -522, -50}, {465, -332, -324, -32}}
{{747, -532, 522, -50}, {465, -332, 324, -32}}
{{747, -532, 522, -50}, {1097, -780, 768, -72}}
{{747, -532, 522, -50}, {1901, -1354, 1328, -130}}
{{747, -532, 522, -50}, {1949, -1390, 1360, -130}}
{{747, -492, -562, -10}, {197, -130, -148, -2}}
{{747, -492, 562, -10}, {1097, -724, 824, -16}}
{{747, -380, -578, -282}, {337, -172, -260, -128}}
{{747, -380, 578, -282}, {337, -172, 260, -128}}
{{747, -380, 578, -282}, {557, -282, 432, -210}}
{{747, -380, 578, -282}, {1821, -926, 1408, -690}}
{{747, -380, 578, -282}, {2441, -1244, 1888, -920}}
{{747, -348, -590, -298}, {401, -188, -316, -160}}
{{747, -348, -590, -298}, {445, -206, -352, -178}}
{{747, -348, -590, -298}, {1805, -842, -1424, -722}}
{{747, -348, -590, -298}, {2633, -1228, -2080, -1048}}
{{747, -348, 590, -298}, {401, -188, 316, -160}}
{{747, -348, 590, -298}, {2633, -1228, 2080, -1048}}
{{747, -348, 590, -298}, {2677, -1246, 2116, -1066}}
{{747, -348, 590, -298}, {4037, -1882, 3188, -1610}}
{{747, -340, -558, -362}, {365, -166, -272, -178}}
{{747, -340, -558, -362}, {465, -212, -348, -224}}
{{747, -340, -558, -362}, {1757, -802, -1312, -850}}
{{747, -340, -558, -362}, {2825, -1284, -2112, -1368}}
{{747, -340, 558, -362}, {465, -212, 348, -224}}
{{747, -340, 558, -362}, {2725, -1238, 2036, -1322}}
{{747, -340, 558, -362}, {2825, -1284, 2112, -1368}}
{{747, -340, 558, -362}, {4117, -1874, 3076, -1994}}
{{747, -316, -526, -426}, {521, -220, -368, -296}}
{{747, -316, 526, -426}, {325, -138, 228, -186}}
{{747, -316, 526, -426}, {521, -220, 368, -296}}
{{747, -316, 526, -426}, {1845, -782, 1300, -1050}}
{{747, -316, 526, -426}, {2833, -1196, 1996, -1616}}
{{747, -12, -158, -730}, {1097, -20, -232, -1072}}
{{747, -12, 158, -730}, {133, -2, 28, -130}}
{{747, -12, 158, -730}, {1097, -20, 232, -1072}}
{{747, -12, 158, -730}, {2261, -38, 476, -2210}}
{{747, -12, 158, -730}, {3185, -52, 676, -3112}}
{{747, 12, -158, -730}, {1097, 20, -232, -1072}}
{{747, 12, 158, -730}, {133, 2, 28, -130}}
{{747, 12, 158, -730}, {1097, 20, 232, -1072}}
{{747, 12, 158, -730}, {2261, 38, 476, -2210}}
{{747, 12, 158, -730}, {3185, 52, 676, -3112}}
{{747, 316, -526, -426}, {521, 220, -368, -296}}
{{747, 316, 526, -426}, {325, 138, 228, -186}}
{{747, 316, 526, -426}, {521, 220, 368, -296}}
{{747, 316, 526, -426}, {1845, 782, 1300, -1050}}
{{747, 316, 526, -426}, {2833, 1196, 1996, -1616}}
{{747, 340, -558, -362}, {365, 166, -272, -178}}
{{747, 340, -558, -362}, {465, 212, -348, -224}}
{{747, 340, -558, -362}, {1757, 802, -1312, -850}}
{{747, 340, -558, -362}, {2825, 1284, -2112, -1368}}
{{747, 340, 558, -362}, {465, 212, 348, -224}}
{{747, 340, 558, -362}, {2725, 1238, 2036, -1322}}
{{747, 340, 558, -362}, {2825, 1284, 2112, -1368}}
{{747, 340, 558, -362}, {4117, 1874, 3076, -1994}}
{{747, 348, -590, -298}, {401, 188, -316, -160}}
{{747, 348, -590, -298}, {445, 206, -352, -178}}
{{747, 348, -590, -298}, {1805, 842, -1424, -722}}
{{747, 348, -590, -298}, {2633, 1228, -2080, -1048}}
{{747, 348, 590, -298}, {401, 188, 316, -160}}
{{747, 348, 590, -298}, {2633, 1228, 2080, -1048}}
{{747, 348, 590, -298}, {2677, 1246, 2116, -1066}}
{{747, 348, 590, -298}, {4037, 1882, 3188, -1610}}
{{747, 380, -578, -282}, {337, 172, -260, -128}}
{{747, 380, 578, -282}, {337, 172, 260, -128}}
{{747, 380, 578, -282}, {557, 282, 432, -210}}
{{747, 380, 578, -282}, {1821, 926, 1408, -690}}
{{747, 380, 578, -282}, {2441, 1244, 1888, -920}}
{{747, 492, -562, -10}, {197, 130, -148, -2}}
